Humedal,Comuna,Cuenca,Percentil_empirico,Acumulado_corregido_mm,Anomalia_pct,Susceptibilidad_inundacion,Amenaza_inundacion,Clase_amenaza,Retencion_suelo,Fuente_suelo
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.675,0.421,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,124.8,64.1,0.508,0.254,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.444,0.277,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.421,0.263,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.444,0.277,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,124.8,64.1,0.49,0.245,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.572,0.357,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.418,0.261,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.46,0.23,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.429,0.268,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.367,0.184,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.406,0.203,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.35,0.197,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.399,0.2,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.534,0.267,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.429,0.215,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.456,0.228,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.524,0.262,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.414,0.207,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.518,0.259,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.484,0.302,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.382,0.191,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.392,0.196,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.452,0.282,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.559,0.349,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.468,0.234,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.349,0.218,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.454,0.227,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.372,0.232,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.355,0.221,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.388,0.242,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.54,0.27,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.394,0.246,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.298,0.149,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.458,0.286,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.413,0.258,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.536,0.335,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.492,0.246,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.476,0.297,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.355,0.199,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.397,0.248,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.398,0.248,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.395,0.197,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.532,0.266,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.466,0.291,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.398,0.248,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.382,0.191,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.439,0.219,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.384,0.24,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.48,0.3,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.359,0.18,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.456,0.228,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.471,0.294,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.419,0.209,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.56,0.28,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.39,0.243,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.395,0.198,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.486,0.243,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.485,0.242,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,128.6,69.0,0.273,0.154,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.564,0.352,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.458,0.229,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.615,0.308,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.434,0.217,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.46,0.23,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.52,0.26,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.39,0.243,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.534,0.267,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.604,0.302,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.364,0.182,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.449,0.224,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.42,0.21,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.357,0.178,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.392,0.196,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.37,0.185,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.371,0.186,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.525,0.262,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.46,0.23,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.47,0.235,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,128.6,69.0,0.366,0.206,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.457,0.228,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.466,0.233,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.401,0.201,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,128.6,69.0,0.541,0.304,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.378,0.189,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.433,0.216,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.396,0.198,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.408,0.204,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,128.6,69.0,0.396,0.223,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.393,0.196,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.394,0.197,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.492,0.246,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.416,0.208,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.49,0.245,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.489,0.244,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.35,0.175,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.427,0.213,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.395,0.198,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.361,0.18,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.438,0.274,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.359,0.18,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.341,0.171,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.369,0.23,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.432,0.269,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.486,0.243,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.375,0.234,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.396,0.198,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.436,0.218,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.429,0.215,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.327,0.204,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.408,0.204,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.432,0.216,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.421,0.263,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.36,0.224,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.378,0.189,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.37,0.185,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.442,0.221,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.466,0.233,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.48,0.299,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.36,0.18,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.556,0.278,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.586,0.293,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.389,0.243,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.58,0.29,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.458,0.229,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.392,0.196,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.469,0.234,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.402,0.201,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.398,0.199,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.517,0.258,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.36,0.225,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.376,0.188,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.414,0.207,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.509,0.254,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.386,0.193,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.412,0.206,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.415,0.259,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.474,0.296,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.422,0.211,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.381,0.191,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.397,0.199,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.334,0.167,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.379,0.236,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.423,0.211,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.44,0.22,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.41,0.205,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.428,0.214,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.564,0.282,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.374,0.187,Muy Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.388,0.194,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.408,0.229,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.424,0.212,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,109.9,75.5,0.386,0.241,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.491,0.246,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,78.1,70.1,58.0,0.399,0.224,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.615,0.308,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.491,0.245,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.515,0.258,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,123.0,61.7,0.482,0.241,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.422,0.316,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.615,0.461,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.372,0.279,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.578,0.434,Muy Alta,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.615,0.461,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.47,0.352,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.309,0.232,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,65.6,68.1,22.0,0.39,0.122,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.411,0.308,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.365,0.274,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.487,0.365,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.415,0.311,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.611,0.459,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.452,0.339,Alta,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,65.6,68.1,22.0,0.485,0.151,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.514,0.386,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.459,0.344,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.536,0.402,Muy Alta,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,65.6,68.1,22.0,0.36,0.112,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.398,0.299,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.41,0.307,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.447,0.335,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.411,0.308,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.599,0.449,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.391,0.293,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.588,0.441,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.432,0.324,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.419,0.314,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.42,0.315,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.615,0.461,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.619,0.464,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.242,0.181,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.244,0.183,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.298,0.223,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.514,0.385,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.305,0.229,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.637,0.478,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.311,0.233,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.341,0.256,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.398,0.298,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.348,0.261,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.427,0.32,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.42,0.315,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.452,0.339,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.397,0.298,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.38,0.285,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.448,0.336,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.402,0.302,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.42,0.315,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.615,0.461,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.415,0.311,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.498,0.373,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.405,0.304,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.342,0.256,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.374,0.281,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.485,0.364,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.4,0.3,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.427,0.32,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.517,0.388,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.59,0.443,Muy Alta,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.558,0.418,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.418,0.314,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.467,0.35,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.422,0.316,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.568,0.177,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.536,0.402,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.444,0.333,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.532,0.399,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.336,0.105,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.436,0.136,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.411,0.308,Moderada,0.386,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.378,0.118,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.506,0.158,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.447,0.335,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.384,0.12,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.372,0.116,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.43,0.322,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.583,0.437,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.42,0.131,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.338,0.254,Baja,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.53,0.398,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.397,0.298,Moderada,0.386,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.472,0.147,Muy Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.389,0.121,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.38,0.285,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.488,0.366,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,65.6,68.1,22.0,0.441,0.138,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.518,0.388,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.5,0.375,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.407,0.305,Moderada,0.386,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.405,0.304,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.396,0.297,Moderada,0.386,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,132.4,137.2,0.375,0.281,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,132.4,137.2,0.353,0.265,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.388,0.291,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.459,0.344,Alta,0.461,FAO
