nom_humed,comuna,tipo,z_score,anomaly_pct,elev_m,slope_deg,flow_acc,twi,twi_norm,expo_met,expo_topo,expo_comp
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3248.8,16.03,21,9.86,0.349,0.67,0.349,0.509
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3289.7,13.42,12,9.52,0.311,0.67,0.311,0.49
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2836.8,15.18,1,7.52,0.088,0.567,0.088,0.327
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2998.5,10.77,28,10.55,0.426,0.567,0.426,0.496
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3141.3,12.08,64,11.24,0.503,0.67,0.503,0.586
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3020.8,7.55,303,13.26,0.729,0.67,0.729,0.7
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2990.9,14.61,1,7.56,0.092,0.567,0.092,0.329
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2694.7,11.13,370,13.06,0.707,0.567,0.707,0.637
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2694.7,11.13,370,13.06,0.707,0.567,0.707,0.637
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,2947.5,17.0,3,8.09,0.152,0.67,0.152,0.411
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3095.7,13.23,21,10.06,0.372,0.67,0.372,0.521
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2755.8,13.55,298,12.64,0.66,0.567,0.66,0.613
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3457.6,18.92,17,9.48,0.307,0.567,0.307,0.437
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3326.4,10.08,8,9.45,0.303,0.67,0.303,0.486
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2873.5,22.34,2,7.51,0.087,0.567,0.087,0.327
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3314.2,14.29,4,8.5,0.197,0.67,0.197,0.434
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3360.9,6.75,79,12.04,0.593,0.567,0.593,0.58
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3071.1,17.87,37,10.29,0.397,0.567,0.397,0.482
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2829.0,16.48,5,8.53,0.201,0.567,0.201,0.384
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3084.4,8.15,265,13.05,0.705,0.67,0.705,0.688
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2880.8,16.87,275,12.34,0.626,0.567,0.626,0.596
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2880.8,16.87,275,12.34,0.626,0.567,0.626,0.596
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3316.3,13.64,2,8.04,0.146,0.67,0.146,0.408
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3143.2,15.2,3,8.21,0.165,0.67,0.165,0.418
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3278.6,18.35,19,9.62,0.323,0.567,0.323,0.445
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2951.6,17.53,3,8.06,0.148,0.567,0.148,0.357
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3522.4,14.75,13,9.5,0.309,0.567,0.309,0.438
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2966.4,17.82,60,10.77,0.451,0.567,0.451,0.509
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3395.5,13.45,4,8.56,0.204,0.67,0.204,0.437
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3044.1,20.19,6,8.47,0.194,0.567,0.194,0.38
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3372.2,10.98,8,9.36,0.293,0.67,0.293,0.481
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2957.8,9.71,206,12.62,0.657,0.567,0.657,0.612
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3126.5,4.83,226,13.42,0.747,0.67,0.747,0.708
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3429.0,13.56,1,7.64,0.101,0.67,0.101,0.385
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3046.1,12.6,6,8.97,0.249,0.567,0.249,0.408
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,3204.5,17.49,6,8.62,0.211,0.67,0.211,0.44
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3413.1,7.08,62,11.75,0.56,0.567,0.56,0.563
Sin información,San Esteban,Humedal no asociado a límite urbano,4.02,395.8,2981.3,25.35,2,7.37,0.071,0.67,0.071,0.37
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,3046.1,12.6,6,8.97,0.249,0.567,0.249,0.408
Sin información,Santa María,Humedal no asociado a límite urbano,3.03,291.2,2821.5,19.05,3,7.97,0.138,0.505,0.138,0.322
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3344.7,14.31,6,8.83,0.235,0.578,0.235,0.407
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3138.6,7.72,8,9.72,0.333,0.578,0.333,0.456
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3473.5,16.41,9,9.05,0.259,0.535,0.259,0.397
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3290.6,24.05,11,8.81,0.232,0.535,0.232,0.384
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3101.4,7.15,184,12.82,0.68,0.535,0.68,0.608
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3414.5,18.63,9,8.91,0.243,0.535,0.243,0.389
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3470.6,13.28,8,9.16,0.271,0.535,0.271,0.403
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2897.0,13.91,9,9.22,0.278,0.535,0.278,0.406
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3470.6,13.28,8,9.16,0.271,0.535,0.271,0.403
Sin información,San Esteban,Humedal no asociado a límite urbano,3.03,291.2,2874.4,18.87,2,7.69,0.107,0.505,0.107,0.306
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3384.5,13.75,13,9.57,0.317,0.578,0.317,0.448
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3245.3,16.17,1,7.45,0.081,0.578,0.081,0.33
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3302.4,8.22,38,11.12,0.49,0.578,0.49,0.534
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3138.4,15.0,3,8.23,0.167,0.535,0.167,0.351
Sin información,San Esteban,Humedal no asociado a límite urbano,3.03,291.2,2996.5,21.06,6,8.42,0.189,0.505,0.189,0.347
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2839.7,22.01,7,8.51,0.198,0.535,0.198,0.367
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3280.9,14.8,2,7.95,0.136,0.535,0.136,0.336
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3295.7,7.43,1,8.25,0.17,0.578,0.17,0.374
Sin información,San Esteban,Humedal no asociado a límite urbano,3.03,291.2,3062.8,17.61,3,8.06,0.148,0.505,0.148,0.326
Sin información,Santa María,Humedal no asociado a límite urbano,3.03,291.2,2802.4,9.97,20,10.3,0.399,0.505,0.399,0.452
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3401.1,17.1,5,8.49,0.197,0.578,0.197,0.388
Sin información,San Esteban,Humedal no asociado a límite urbano,3.03,291.2,3026.2,16.78,4,8.33,0.178,0.505,0.178,0.342
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3174.1,12.24,3,8.44,0.19,0.535,0.19,0.363
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3289.5,14.65,4,8.47,0.194,0.535,0.194,0.365
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3510.0,26.6,4,7.82,0.122,0.535,0.122,0.328
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3209.4,9.53,1,8.0,0.142,0.578,0.142,0.36
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3174.1,12.24,3,8.44,0.19,0.535,0.19,0.363
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3228.0,22.14,2,7.52,0.088,0.535,0.088,0.312
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3594.5,7.82,9,9.81,0.344,0.535,0.344,0.44
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3550.9,20.09,2,7.63,0.1,0.535,0.1,0.318
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3169.9,2.67,128,13.45,0.75,0.535,0.75,0.643
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3525.3,13.9,7,9.0,0.253,0.578,0.253,0.416
Sin información,San Esteban,Humedal no asociado a límite urbano,3.03,291.2,3125.7,10.16,6,9.19,0.274,0.505,0.274,0.39
Sin información,San Esteban,Humedal no asociado a límite urbano,3.03,291.2,3121.1,5.58,39,11.54,0.536,0.505,0.536,0.52
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3196.9,8.33,112,12.17,0.607,0.535,0.607,0.571
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3615.4,6.81,1,8.34,0.18,0.535,0.18,0.358
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3329.7,10.55,9,9.5,0.31,0.578,0.31,0.444
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3390.1,11.14,8,9.34,0.292,0.578,0.292,0.435
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3300.6,16.41,61,10.87,0.462,0.535,0.462,0.499
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3485.5,14.52,31,10.34,0.403,0.535,0.403,0.469
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3716.1,6.98,1,8.31,0.177,0.535,0.177,0.356
Sin información,San Esteban,Humedal no asociado a límite urbano,3.47,348.3,3184.4,11.49,2,8.21,0.165,0.578,0.165,0.372
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3647.6,8.36,6,9.38,0.296,0.535,0.296,0.416
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3262.6,8.96,18,10.31,0.4,0.535,0.4,0.468
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3513.1,6.78,27,10.98,0.475,0.535,0.475,0.505
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3277.8,25.39,1,6.96,0.025,0.535,0.025,0.28
Sin información,Santa María,Humedal no asociado a límite urbano,3.03,291.2,2472.4,1.77,32,12.49,0.643,0.505,0.643,0.574
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3453.4,9.7,17,10.18,0.385,0.535,0.385,0.46
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2776.8,16.28,106,11.42,0.524,0.535,0.524,0.53
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3589.6,7.53,2,8.64,0.213,0.535,0.213,0.374
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3561.2,7.77,4,9.12,0.267,0.535,0.267,0.401
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3506.7,7.22,8,9.79,0.341,0.535,0.341,0.438
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3203.4,2.99,61,12.6,0.655,0.535,0.655,0.595
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2849.8,32.23,2,7.08,0.039,0.535,0.039,0.287
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2668.2,31.27,7,8.1,0.153,0.535,0.153,0.344
Sin información,Santa María,Humedal no asociado a límite urbano,3.03,291.2,2498.5,14.24,25,10.15,0.382,0.505,0.382,0.444
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3273.1,10.7,3,8.57,0.206,0.535,0.206,0.37
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3030.2,27.67,1,6.86,0.014,0.535,0.014,0.274
Sin información,Putaendo,Humedal no asociado a límite urbano,3.47,348.3,3159.6,3.42,37,11.98,0.586,0.578,0.586,0.582
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3391.6,10.63,3,8.58,0.206,0.535,0.206,0.37
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,3174.7,23.32,8,8.56,0.204,0.535,0.204,0.37
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3024.6,16.99,1,7.4,0.075,0.535,0.075,0.305
Sin información,Putaendo,Humedal no asociado a límite urbano,3.47,348.3,2681.3,9.97,6,9.21,0.276,0.578,0.276,0.427
Sin información,Putaendo,Humedal no asociado a límite urbano,3.47,348.3,2673.5,11.54,34,10.67,0.439,0.578,0.439,0.509
Sin información,Putaendo,Humedal no asociado a límite urbano,3.47,348.3,2666.3,12.15,62,11.2,0.499,0.578,0.499,0.539
Sin información,Putaendo,Humedal no asociado a límite urbano,3.47,348.3,2642.9,6.34,41,11.46,0.528,0.578,0.528,0.553
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,2774.2,13.32,5,8.75,0.226,0.535,0.226,0.38
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,2901.6,13.03,15,9.76,0.338,0.535,0.338,0.436
Sin información,Putaendo,Humedal no asociado a límite urbano,3.47,348.3,2696.7,13.26,101,11.59,0.543,0.578,0.543,0.561
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,2974.0,12.11,20,10.11,0.377,0.535,0.377,0.456
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3016.2,16.01,6,8.72,0.222,0.535,0.222,0.378
Sin información,Putaendo,Humedal no asociado a límite urbano,3.03,291.2,2165.0,12.52,5,8.82,0.233,0.505,0.233,0.369
Sin información,Putaendo,Humedal no asociado a límite urbano,3.03,291.2,2220.4,14.04,5,8.7,0.22,0.505,0.22,0.362
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,2634.3,12.37,205,12.37,0.629,0.535,0.629,0.582
Sin información,Putaendo,Humedal no asociado a límite urbano,3.47,348.3,2589.4,5.78,1,8.5,0.198,0.578,0.198,0.388
Sin información,Putaendo,Humedal no asociado a límite urbano,3.03,291.2,2052.6,16.46,61,10.87,0.462,0.505,0.462,0.484
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,2947.7,19.36,4,8.18,0.161,0.535,0.161,0.348
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,3273.9,17.51,2,7.77,0.116,0.535,0.116,0.326
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3135.1,18.72,9,8.91,0.243,0.535,0.243,0.389
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3095.0,19.64,22,9.69,0.33,0.535,0.33,0.432
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,3451.5,4.17,7,10.22,0.389,0.535,0.389,0.462
Sin información,Putaendo,Humedal no asociado a límite urbano,3.21,319.0,3409.8,18.94,3,7.98,0.139,0.535,0.139,0.337
Sin información,San Esteban,Humedal no asociado a límite urbano,3.12,315.0,3365.3,12.51,9,9.33,0.29,0.52,0.29,0.405
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3678.3,10.63,9,9.5,0.309,0.572,0.309,0.44
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3644.7,11.87,4,8.69,0.219,0.572,0.219,0.395
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,371.4,3260.7,10.37,3,8.61,0.209,0.605,0.209,0.407
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,371.4,2536.8,2.9,4030,16.81,1.0,0.605,1.0,0.802
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,371.4,3084.5,17.11,18,9.64,0.325,0.605,0.325,0.465
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,2587.3,6.23,3971,16.02,1.0,0.605,1.0,0.802
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3326.3,15.09,73,11.14,0.492,0.605,0.492,0.548
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3640.8,21.09,4,8.08,0.151,0.605,0.151,0.378
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3556.7,17.14,6,8.64,0.214,0.605,0.214,0.41
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,371.4,3549.5,11.81,5,8.88,0.24,0.605,0.24,0.422
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,2690.4,19.68,2,7.65,0.102,0.605,0.102,0.354
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3242.2,15.1,5,8.62,0.211,0.605,0.211,0.408
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3280.7,11.79,11,9.57,0.317,0.605,0.317,0.461
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,3084.9,5.13,196,13.22,0.724,0.605,0.724,0.664
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,371.4,3565.4,8.25,17,10.34,0.403,0.605,0.403,0.504
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2662.4,9.61,17,10.19,0.386,0.575,0.386,0.481
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,1968.1,17.97,4,8.26,0.17,0.575,0.17,0.373
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,371.4,3232.6,4.48,224,13.48,0.754,0.605,0.754,0.68
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3516.5,13.35,7,9.04,0.258,0.605,0.258,0.432
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2745.0,14.01,6,8.86,0.237,0.575,0.237,0.406
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,3450.8,5.75,9,10.12,0.378,0.605,0.378,0.492
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,2896.5,19.26,11,9.06,0.26,0.605,0.26,0.432
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,3259.7,22.25,1,7.11,0.042,0.605,0.042,0.324
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2903.8,10.29,2,8.33,0.178,0.575,0.178,0.377
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,2781.3,7.53,396,13.53,0.759,0.605,0.759,0.682
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,3481.1,13.25,2,8.07,0.149,0.605,0.149,0.377
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2740.0,14.16,5,8.69,0.219,0.575,0.219,0.397
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,2999.4,11.12,62,11.29,0.509,0.605,0.509,0.557
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2822.2,9.7,14,10.0,0.364,0.575,0.364,0.47
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2211.2,20.95,22,9.62,0.322,0.575,0.322,0.448
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2696.9,11.87,9,9.38,0.296,0.575,0.296,0.436
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,3439.4,8.57,7,9.49,0.308,0.605,0.308,0.456
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,2739.2,9.56,17,10.19,0.386,0.605,0.386,0.496
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2799.6,3.69,184,13.48,0.754,0.575,0.754,0.665
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,2859.5,12.13,5,8.85,0.237,0.575,0.237,0.406
Sin información,Cabildo,Humedal no asociado a límite urbano,3.45,340.4,3068.3,14.03,9,9.21,0.277,0.575,0.277,0.426
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3431.4,10.51,16,10.04,0.369,0.605,0.369,0.487
Sin información,Cabildo,Humedal no asociado a límite urbano,4.04,403.7,2973.3,11.37,4,8.73,0.224,0.673,0.224,0.449
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,3055.0,6.24,131,12.62,0.657,0.605,0.657,0.631
Sin información,Cabildo,Humedal no asociado a límite urbano,4.04,403.7,3135.0,9.31,5,9.12,0.267,0.673,0.267,0.47
Sin información,Cabildo,Humedal no asociado a límite urbano,4.04,403.7,3301.1,4.14,5,9.94,0.358,0.673,0.358,0.516
Sin información,Cabildo,Humedal no asociado a límite urbano,4.04,403.7,3158.4,9.1,11,9.84,0.347,0.673,0.347,0.51
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2364.5,12.26,10,9.45,0.303,0.673,0.303,0.488
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2677.0,12.15,20,10.1,0.376,0.673,0.376,0.525
Sin información,Cabildo,Humedal no asociado a límite urbano,3.63,371.4,3232.6,4.16,14,10.85,0.46,0.605,0.46,0.532
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3035.5,26.03,4,7.85,0.125,0.673,0.125,0.399
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2991.3,16.06,6,8.71,0.221,0.673,0.221,0.447
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2104.2,2.99,1028,15.41,0.969,0.673,0.969,0.821
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2942.9,20.71,3,7.88,0.128,0.673,0.128,0.401
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2998.1,19.94,2,7.63,0.101,0.673,0.101,0.387
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2876.8,9.57,56,11.34,0.515,0.673,0.515,0.594
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3412.2,8.28,4,9.06,0.26,0.673,0.26,0.467
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2356.1,10.59,9,9.5,0.309,0.745,0.309,0.527
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3334.6,6.39,7,9.79,0.342,0.673,0.342,0.508
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3298.9,7.37,12,10.13,0.38,0.673,0.38,0.527
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2999.7,17.7,6,8.61,0.21,0.673,0.21,0.442
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2523.6,7.63,228,12.97,0.696,0.673,0.696,0.685
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2530.8,7.64,218,12.92,0.691,0.673,0.691,0.682
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2379.2,10.49,9,9.51,0.31,0.745,0.31,0.528
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3305.3,5.45,3,9.26,0.282,0.673,0.282,0.478
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3051.9,7.88,64,11.67,0.552,0.673,0.552,0.613
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3358.8,7.25,1,8.28,0.173,0.673,0.173,0.423
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2840.4,13.99,4,8.52,0.2,0.673,0.2,0.437
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2533.7,14.97,6,8.79,0.229,0.745,0.229,0.487
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3354.4,3.87,2,9.31,0.288,0.673,0.288,0.481
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3355.3,4.8,3,9.38,0.296,0.673,0.296,0.485
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2929.8,4.51,92,12.59,0.655,0.673,0.655,0.664
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,3022.9,11.41,2,8.22,0.166,0.673,0.166,0.42
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2897.5,16.9,5,8.5,0.198,0.745,0.198,0.472
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2597.9,14.03,9,9.21,0.277,0.745,0.277,0.511
Sin información,Petorca,Humedal no asociado a límite urbano,4.04,403.7,2558.3,12.39,8,9.23,0.279,0.673,0.279,0.476
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2688.1,7.82,6,9.45,0.304,0.745,0.304,0.524
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2592.0,13.15,1,7.67,0.105,0.745,0.105,0.425
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2653.0,19.42,3,7.95,0.136,0.745,0.136,0.44
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2483.2,16.03,1,7.46,0.082,0.745,0.082,0.414
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2781.2,14.02,20,9.95,0.36,0.745,0.36,0.552
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2805.6,16.49,1,7.43,0.078,0.745,0.078,0.412
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2789.6,9.11,1,8.04,0.147,0.745,0.147,0.446
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3001.7,15.84,2,7.88,0.128,0.745,0.128,0.436
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2532.0,10.55,45,11.03,0.48,0.745,0.48,0.612
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3041.2,10.93,3,8.55,0.203,0.745,0.203,0.474
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2711.7,10.97,12,9.73,0.335,0.745,0.335,0.54
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2864.6,15.98,2,7.87,0.127,0.745,0.127,0.436
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2785.6,13.34,2,8.06,0.148,0.745,0.148,0.446
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2768.5,21.1,2,7.57,0.094,0.745,0.094,0.42
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2850.6,10.33,16,10.06,0.371,0.745,0.371,0.558
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2907.2,16.66,1,7.42,0.077,0.745,0.077,0.411
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2839.0,12.59,1,7.71,0.11,0.745,0.11,0.428
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2972.5,13.8,1,7.62,0.099,0.745,0.099,0.422
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2915.2,15.65,4,8.4,0.187,0.745,0.187,0.466
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2909.9,12.1,11,9.55,0.314,0.745,0.314,0.53
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2926.4,13.41,2,8.05,0.148,0.745,0.148,0.446
