nom_humed,comuna,pctl_empirico,expo_met,twi,acc_topo,expo_suelo,prox_drenaje,susc_acumulacion,prioridad_inundacion,clase_prioridad,suelo_fuente,cuenca
Estero del Rosario de Cordova,Casablanca,81.2,0.624,0.198,0.0,0.379,1.0,0.394,0.246,Baja,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,0.447,0.271,0.379,1.0,0.524,0.327,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,1.0,0.367,0.379,1.0,0.686,0.428,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,1.0,0.0,0.717,1.0,0.679,0.424,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,1.0,0.135,0.9,1.0,0.759,0.473,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,0.161,0.0,0.9,1.0,0.515,0.322,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,0.426,0.657,0.9,1.0,0.746,0.465,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,0.519,0.818,0.9,1.0,0.809,0.505,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,1.0,0.0,0.9,1.0,0.725,0.452,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,1.0,0.453,0.9,1.0,0.838,0.523,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Quisco,81.2,0.624,0.283,0.0,0.717,1.0,0.5,0.312,Moderada,FAO,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,1.0,0.19,0.379,1.0,0.642,0.401,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,1.0,0.325,0.379,1.0,0.676,0.422,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,0.269,0.0,0.379,1.0,0.412,0.257,Baja,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,1.0,0.046,0.379,1.0,0.606,0.378,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,1.0,0.0,0.717,1.0,0.679,0.424,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,1.0,0.0,0.9,1.0,0.725,0.452,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,1.0,0.455,0.9,1.0,0.839,0.523,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,0.478,0.964,0.9,1.0,0.836,0.521,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,0.632,1.0,0.9,1.0,0.883,0.551,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,1.0,0.427,0.9,1.0,0.832,0.519,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,0.196,0.0,0.717,1.0,0.478,0.298,Moderada,FAO,Costeras entre Aconcagua y Maipo
Estero del Rosario de Cordova,El Tabo,81.2,0.624,0.606,0.188,0.717,1.0,0.628,0.392,Alta,FAO,Costeras entre Aconcagua y Maipo
Estero La Cigüeña,Cartagena,81.2,0.624,0.36,0.021,0.0,1.0,0.345,0.215,Muy Baja,FAO,Costeras entre Aconcagua y Maipo
Estero La Cigüeña,Cartagena,81.2,0.624,0.426,0.0,0.0,1.0,0.356,0.222,Muy Baja,FAO,Costeras entre Aconcagua y Maipo
Estero La Cigüeña,El Tabo,81.2,0.624,0.599,0.0,0.4,1.0,0.5,0.312,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Estero La Cigüeña,El Tabo,81.2,0.624,0.182,0.007,0.0,1.0,0.297,0.185,Muy Baja,CIREN,Costeras entre Aconcagua y Maipo
Estero La Cigüeña,El Tabo,81.2,0.624,1.0,0.0,0.0,1.0,0.5,0.312,Moderada,FAO,Costeras entre Aconcagua y Maipo
Quebrada Los Hualpes,Casablanca,87.5,0.75,0.336,0.0,0.228,1.0,0.391,0.293,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Estero Las Tablas,Valparaíso,93.8,0.876,1.0,0.518,0.229,1.0,0.687,0.602,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero del Sauce,Valparaíso,93.8,0.876,0.22,0.116,0.329,1.0,0.416,0.365,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero Mantagua,Quintero,87.5,0.75,1.0,0.049,1.0,1.0,0.762,0.572,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Estero Los Molles,La Ligua,90.6,0.812,0.296,0.0,0.236,1.0,0.383,0.311,Moderada,FAO,Costeras Quilimari-Petorca
Estero El Pangal,La Ligua,90.6,0.812,0.47,0.0,0.236,1.0,0.426,0.346,Alta,FAO,Costeras Quilimari-Petorca
Humedal Pichicuy,La Ligua,90.6,0.812,1.0,0.0,0.236,1.0,0.559,0.454,Muy Alta,FAO,Costeras Quilimari-Petorca
Rio Petorca- Rio La Ligua,La Ligua,87.5,0.75,0.545,0.574,0.0,1.0,0.53,0.397,Alta,CIREN,Rio Petorca
Rio Petorca- Rio La Ligua,Papudo,87.5,0.75,0.591,0.257,0.0,1.0,0.462,0.346,Alta,CIREN,Rio Petorca
Rio Petorca- Rio La Ligua,Papudo,87.5,0.75,0.505,0.206,0.321,0.991,0.506,0.379,Alta,CIREN,Rio Ligua
Rio Petorca- Rio La Ligua,Papudo,87.5,0.75,0.453,0.0,0.236,1.0,0.422,0.317,Moderada,FAO,Costeras Ligua-Aconcagua
Humedal Pichicuy,La Ligua,90.6,0.812,0.483,0.001,0.236,0.97,0.422,0.343,Alta,FAO,Costeras Quilimari-Petorca
Sist. Rio Maipo y Estero El Sauce,San Antonio,78.1,0.562,0.236,0.0,0.717,0.997,0.488,0.274,Baja,FAO,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,San Antonio,78.1,0.562,0.221,0.272,0.553,1.0,0.512,0.287,Moderada,FAO,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,78.1,0.562,0.416,0.178,0.6,1.0,0.548,0.308,Moderada,CIREN,Rio Maipo
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,78.1,0.562,1.0,0.362,0.553,1.0,0.729,0.41,Muy Alta,FAO,Rio Maipo
Des. Rio Maipo,Santo Domingo,78.1,0.562,0.3,0.0,0.4,0.756,0.364,0.205,Muy Baja,CIREN,Rio Maipo
Quebrada Cruz de Piedra,Papudo,87.5,0.75,0.698,0.006,0.2,1.0,0.476,0.357,Alta,CIREN,Costeras Ligua-Aconcagua
Des.Estero Mantagua,Quintero,87.5,0.75,0.393,0.04,1.0,0.849,0.57,0.428,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Laguna de Llolleo,San Antonio,78.1,0.562,0.306,0.016,0.0,0.585,0.227,0.127,Muy Baja,CIREN,Rio Maipo
Laguna de Llolleo,San Antonio,78.1,0.562,0.191,0.0,0.0,0.691,0.22,0.124,Muy Baja,CIREN,Rio Maipo
Des.Estero Mantagua,Quintero,87.5,0.75,0.392,0.261,0.0,0.827,0.37,0.277,Baja,CIREN,Costeras Ligua-Aconcagua
Playa El Abanico,Puchuncaví,87.5,0.75,0.235,0.41,0.236,0.505,0.347,0.26,Baja,FAO,Costeras Ligua-Aconcagua
Quebrada Las Petras,Algarrobo,81.2,0.624,0.425,0.0,0.717,0.932,0.518,0.324,Moderada,FAO,Costeras entre Aconcagua y Maipo
El Canelillo,Algarrobo,81.2,0.624,0.244,0.0,0.717,0.624,0.396,0.247,Baja,FAO,Costeras entre Aconcagua y Maipo
Playa Sector nautico,Algarrobo,81.2,0.624,0.367,0.0,0.717,0.726,0.452,0.282,Baja,FAO,Costeras entre Aconcagua y Maipo
Estero San Juan,San Antonio,78.1,0.562,1.0,0.315,0.553,1.0,0.717,0.403,Muy Alta,FAO,Rio Maipo
H. Estuario Los Molles,La Ligua,90.6,0.812,1.0,0.0,0.236,0.9,0.534,0.434,Muy Alta,FAO,Costeras Quilimari-Petorca
H. Estuario Los Molles,La Ligua,90.6,0.812,0.996,0.0,0.236,1.0,0.558,0.453,Muy Alta,FAO,Costeras Quilimari-Petorca
Sector Quintay N°1,Casablanca,93.8,0.876,0.707,0.18,0.071,0.617,0.394,0.345,Alta,CIREN,Costeras entre Aconcagua y Maipo
Estero El Membrillo,Algarrobo,81.2,0.624,0.46,0.013,0.717,0.901,0.523,0.326,Moderada,FAO,Costeras entre Aconcagua y Maipo
Sector Playa Cachagua,Zapallar,87.5,0.75,1.0,0.175,0.0,1.0,0.544,0.408,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Humedal Sector Las Gaviotas,Quintero,87.5,0.75,1.0,0.0,0.545,0.903,0.612,0.459,Muy Alta,CIREN,Costeras Ligua-Aconcagua
Humedal Sector Las Gaviotas,Quintero,87.5,0.75,0.369,0.193,0.545,0.808,0.479,0.359,Alta,CIREN,Rio Aconcagua
Sin información,Casablanca,87.5,0.75,0.154,0.319,0.55,0.98,0.501,0.376,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,90.6,0.812,0.549,0.756,0.717,0.865,0.722,0.586,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,90.6,0.812,1.0,0.516,0.717,0.862,0.774,0.628,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,90.6,0.812,0.388,0.527,0.717,0.998,0.658,0.534,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,90.6,0.812,0.178,0.167,0.717,1.0,0.516,0.419,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,93.8,0.876,0.207,0.1,0.55,0.787,0.411,0.36,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Valparaíso,93.8,0.876,0.22,0.0,0.55,1.0,0.442,0.388,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,93.8,0.876,0.384,0.0,0.55,0.717,0.413,0.362,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,93.8,0.876,0.53,0.003,0.55,0.973,0.514,0.45,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,93.8,0.876,0.318,0.0,0.55,0.707,0.394,0.345,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Villa Alemana,93.8,0.876,0.264,0.213,0.55,0.956,0.496,0.434,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Villa Alemana,93.8,0.876,0.311,0.018,0.229,0.975,0.383,0.336,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Villa Alemana,93.8,0.876,0.332,0.0,0.229,0.906,0.367,0.321,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Embalse Poza Azul,Quilpué,93.8,0.876,0.379,0.123,0.717,0.977,0.549,0.481,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Quilpué,93.8,0.876,1.0,0.847,0.717,1.0,0.891,0.781,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Villa Alemana,93.8,0.876,0.216,0.228,0.717,0.976,0.534,0.468,Muy Alta,FAO,Rio Aconcagua
Sin información,Limache,93.8,0.876,0.719,0.0,0.55,0.0,0.317,0.278,Baja,CIREN,Rio Aconcagua
Sin información,Limache,93.8,0.876,0.987,0.097,0.717,0.396,0.549,0.481,Muy Alta,FAO,Rio Aconcagua
Sin información,Limache,93.8,0.876,0.426,1.0,0.55,1.0,0.744,0.652,Muy Alta,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.637,0.518,0.55,0.535,0.56,0.491,Muy Alta,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.501,0.833,0.55,0.491,0.594,0.52,Muy Alta,CIREN,Rio Aconcagua
Sin información,Concón,93.8,0.876,0.759,0.648,0.55,0.398,0.589,0.516,Muy Alta,CIREN,Rio Aconcagua
Sin información,Nogales,90.6,0.812,0.355,0.207,0.717,0.0,0.32,0.26,Baja,FAO,Rio Aconcagua
Sin información,Nogales,87.5,0.75,0.418,0.289,0.55,0.888,0.536,0.402,Muy Alta,CIREN,Rio Aconcagua
Sin información,Zapallar,87.5,0.75,1.0,0.638,0.717,1.0,0.839,0.629,Muy Alta,FAO,Costeras Ligua-Aconcagua
Sin información,Santo Domingo,75.0,0.5,0.15,,0.717,1.0,0.622,0.311,Moderada,FAO,Rio Rapel
Sin información,Santo Domingo,65.6,0.312,0.204,0.0,0.717,0.915,0.459,0.143,Muy Baja,FAO,Rio Rapel
Sin información,Santo Domingo,65.6,0.312,0.981,1.0,0.483,0.652,0.779,0.243,Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,75.0,0.5,0.392,0.1,0.717,0.931,0.535,0.268,Baja,FAO,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,0.266,0.0,0.35,1.0,0.404,0.126,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,1.0,0.0,0.483,1.0,0.621,0.194,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,0.403,0.022,0.483,0.469,0.344,0.107,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,1.0,0.0,0.483,0.308,0.448,0.14,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,0.77,0.212,0.35,0.292,0.406,0.127,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,0.343,0.0,0.483,0.614,0.36,0.112,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,0.298,0.048,0.4,0.705,0.363,0.113,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,65.6,0.312,0.139,0.101,0.4,0.273,0.228,0.071,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.401,0.0,0.55,1.0,0.488,0.304,Moderada,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.38,0.0,0.717,0.891,0.497,0.31,Moderada,FAO,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.412,0.0,0.6,0.992,0.501,0.313,Moderada,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,1.0,0.0,0.6,1.0,0.65,0.406,Muy Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.793,0.151,0.6,0.792,0.584,0.364,Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.395,0.514,0.6,1.0,0.627,0.391,Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,1.0,0.04,0.6,1.0,0.66,0.412,Muy Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.444,0.476,0.6,0.852,0.593,0.37,Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,1.0,0.397,0.6,1.0,0.749,0.468,Muy Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,1.0,0.25,0.6,1.0,0.712,0.445,Muy Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.31,0.0,0.6,0.834,0.436,0.272,Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,1.0,0.0,0.6,1.0,0.65,0.406,Muy Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.456,0.21,1.0,1.0,0.666,0.416,Muy Alta,CIREN,Costeras entre  Maipo y Rapel
Sin información,Santo Domingo,81.2,0.624,0.16,0.0,0.6,1.0,0.44,0.275,Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,San Antonio,81.2,0.624,0.391,0.015,0.364,0.613,0.346,0.216,Muy Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.179,0.0,0.364,0.597,0.285,0.178,Muy Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.248,0.0,0.379,0.527,0.288,0.18,Muy Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.458,0.0,0.379,0.585,0.356,0.222,Muy Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.309,0.0,0.55,0.969,0.457,0.285,Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.371,0.0,0.55,1.0,0.48,0.3,Moderada,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.323,0.0,0.55,0.756,0.407,0.254,Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.159,0.308,0.55,0.541,0.389,0.243,Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.597,0.0,0.55,0.733,0.47,0.293,Moderada,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.155,0.333,0.55,0.419,0.364,0.227,Muy Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.179,0.766,0.55,0.272,0.442,0.276,Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,1.0,0.0,0.55,1.0,0.638,0.398,Alta,CIREN,Rio Maipo
Sin información,Santo Domingo,81.2,0.624,0.243,0.0,0.6,0.986,0.457,0.285,Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,San Antonio,81.2,0.624,0.1,0.566,0.55,0.282,0.374,0.234,Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.204,0.623,0.55,0.348,0.431,0.269,Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.482,0.0,0.55,0.942,0.494,0.308,Moderada,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.312,1.0,0.55,0.927,0.697,0.435,Muy Alta,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.761,0.118,0.55,0.932,0.59,0.368,Alta,CIREN,Rio Maipo
Sin información,Santo Domingo,75.0,0.5,0.22,0.0,0.0,1.0,0.305,0.152,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,San Antonio,81.2,0.624,1.0,0.028,0.55,1.0,0.645,0.402,Muy Alta,CIREN,Rio Maipo
Sin información,Santo Domingo,75.0,0.5,0.368,0.0,0.271,0.0,0.16,0.08,Muy Baja,CIREN,Costeras entre  Maipo y Rapel
Sin información,San Antonio,78.1,0.562,0.188,0.0,0.55,1.0,0.434,0.244,Baja,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,0.995,0.576,0.717,1.0,0.822,0.513,Muy Alta,FAO,Rio Maipo
Sin información,San Antonio,81.2,0.624,1.0,0.03,0.229,0.934,0.548,0.342,Alta,CIREN,Rio Maipo
Sin información,San Antonio,81.2,0.624,1.0,0.0,0.229,1.0,0.557,0.348,Alta,CIREN,Rio Maipo
Sin información,San Antonio,78.1,0.562,0.224,0.0,0.379,1.0,0.401,0.225,Muy Baja,CIREN,Rio Maipo
Sin información,San Antonio,78.1,0.562,1.0,0.256,0.379,1.0,0.659,0.37,Alta,CIREN,Rio Maipo
Humedal Sector Qda. Los Alamos,San Antonio,78.1,0.562,1.0,1.0,0.329,1.0,0.832,0.468,Muy Alta,CIREN,Rio Maipo
Humedal Sector Industrial,San Antonio,81.2,0.624,0.314,0.0,0.379,0.945,0.41,0.256,Baja,CIREN,Rio Maipo
Sin información,El Tabo,81.2,0.624,0.298,0.0,0.379,0.965,0.41,0.256,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Cartagena,84.4,0.688,0.357,0.0,0.55,0.942,0.462,0.318,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Cartagena,84.4,0.688,0.23,0.0,0.55,0.908,0.422,0.29,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Cartagena,84.4,0.688,0.351,0.009,0.229,0.944,0.383,0.264,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Cartagena,84.4,0.688,0.288,0.225,0.229,1.0,0.436,0.3,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Cartagena,84.4,0.688,0.318,0.0,0.229,1.0,0.387,0.266,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Cartagena,84.4,0.688,0.331,0.0,0.229,0.964,0.381,0.262,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,El Tabo,81.2,0.624,0.367,0.029,0.379,0.803,0.394,0.246,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,El Tabo,81.2,0.624,0.512,0.0,0.379,0.855,0.436,0.272,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,81.2,0.624,1.0,0.0,0.379,1.0,0.595,0.371,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,81.2,0.624,0.531,0.605,0.717,0.987,0.71,0.443,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,81.2,0.624,0.332,0.119,0.379,1.0,0.458,0.285,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,El Quisco,81.2,0.624,0.237,0.0,0.379,1.0,0.404,0.252,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,El Quisco,81.2,0.624,1.0,0.14,0.379,1.0,0.63,0.393,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,81.2,0.624,0.519,0.0,0.379,0.714,0.403,0.251,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sector Punta de Tralca N°3,El Quisco,81.2,0.624,0.222,0.0,0.379,0.543,0.286,0.178,Muy Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,81.2,0.624,1.0,0.102,0.379,1.0,0.62,0.387,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,81.2,0.624,0.372,0.0,0.717,0.92,0.502,0.313,Moderada,FAO,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,81.2,0.624,0.404,0.024,0.717,0.994,0.535,0.334,Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.383,0.134,0.379,0.712,0.402,0.302,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.425,0.0,0.55,1.0,0.494,0.37,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.521,0.03,0.55,0.994,0.524,0.393,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,1.0,0.072,0.55,1.0,0.656,0.492,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,87.5,0.75,0.551,0.0,0.379,0.803,0.433,0.325,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,1.0,0.091,0.55,0.969,0.652,0.489,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.369,0.454,0.329,0.956,0.527,0.395,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.341,0.0,0.329,0.854,0.381,0.286,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,1.0,0.083,0.229,1.0,0.578,0.434,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,87.5,0.75,0.629,0.057,0.379,0.725,0.448,0.336,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,87.5,0.75,0.57,0.0,0.379,0.717,0.416,0.312,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.341,0.132,0.717,1.0,0.548,0.411,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.362,0.0,0.379,1.0,0.435,0.326,Moderada,CIREN,Costeras entre Aconcagua y Maipo
No identificado,Algarrobo,81.2,0.624,0.796,0.0,0.379,0.752,0.482,0.301,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,81.2,0.624,0.32,0.0,0.379,0.705,0.351,0.219,Muy Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,1.0,0.0,0.55,1.0,0.638,0.478,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,81.2,0.624,0.631,0.162,0.379,0.803,0.494,0.308,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.333,0.0,0.329,0.841,0.376,0.282,Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.389,0.046,0.268,0.896,0.4,0.3,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.452,0.04,0.717,0.968,0.544,0.408,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sector Agrosuper,Casablanca,87.5,0.75,0.281,0.062,0.268,0.964,0.394,0.295,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,87.5,0.75,0.486,0.163,0.379,0.83,0.464,0.348,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.563,0.596,0.717,1.0,0.719,0.539,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,81.2,0.624,0.322,0.161,0.379,0.6,0.366,0.228,Muy Baja,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.604,0.0,0.329,1.0,0.483,0.362,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,87.5,0.75,0.619,0.003,0.329,1.0,0.488,0.366,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,87.5,0.75,0.295,0.0,0.379,1.0,0.418,0.314,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.424,0.009,0.717,0.964,0.528,0.396,Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Algarrobo,87.5,0.75,0.576,0.146,0.329,1.0,0.513,0.385,Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.322,0.06,0.318,0.953,0.413,0.31,Moderada,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.65,0.072,0.568,0.843,0.533,0.4,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.423,0.203,0.717,1.0,0.586,0.439,Muy Alta,FAO,Costeras entre Aconcagua y Maipo
Sin información,Casablanca,87.5,0.75,0.531,0.424,0.329,1.0,0.571,0.428,Muy Alta,CIREN,Costeras entre Aconcagua y Maipo
