nom_humed,region,comuna,tipo,poly_area,shape_area,cod_humed,FID,cut_reg,recent_v2_mm,anomaly_v2_pct,z_v2,pctl_empirico,factor_correccion,clim_om_mean_mm,twi,expo_topo,expo_met,expo_comp_w30,expo_comp_w50,expo_comp_w70,en_p90,alta_robusta
Esteros Catapilco - La Canela,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,4.47747897614,44796.2736172,HUR-05-05,56320,5,92.9,140.5,1.76,86.4,0.485,38.63,7.66,0.373,0.728,0.48,0.55,0.621,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,6.11237623067,61152.3679945,HUR-05-05,56321,5,92.9,140.5,1.76,86.4,0.485,38.63,9.68,0.609,0.728,0.645,0.668,0.692,False,False
Esteros Catapilco - La Canela,Valparaíso,Zapallar,Humedal asociado a límite urbano,0.573344995077,5736.20253685,HUR-05-05,56322,5,92.9,140.5,1.76,86.4,0.485,38.63,8.04,0.418,0.728,0.511,0.573,0.635,False,False
Embalse,Valparaíso,Rinconada,Humedal no asociado a límite urbano,1.24768922881,12474.8282063,HUR-05-07,56323,5,70.6,48.8,0.57,81.8,0.463,47.46,7.83,0.393,0.636,0.466,0.514,0.563,False,False
Embalse 2 Calle Larga.,Valparaíso,Calle Larga,Humedal no asociado a límite urbano,0.702386621057,7022.28450455,HUR-05-11,56324,5,63.4,33.6,0.39,77.3,0.391,47.46,8.22,0.439,0.546,0.471,0.493,0.514,False,False
Sector Quintay N°3,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.578600312233,5790.2984599,HUR-05-131,56325,5,127.2,193.6,2.73,95.5,0.562,43.32,6.9,0.285,0.91,0.473,0.598,0.722,True,False
Embalse 17 Rinconada,Valparaíso,Rinconada,Humedal no asociado a límite urbano,0.368538903705,3684.67465393,HUR-05-137,56326,5,63.4,33.6,0.39,77.3,0.391,47.46,9.5,0.588,0.546,0.575,0.567,0.559,False,False
Embalse 14 Rinconada,Valparaíso,Rinconada,Humedal no asociado a límite urbano,0.971600921922,9714.16688248,HUR-05-138,56327,5,63.4,33.6,0.39,77.3,0.391,47.46,7.78,0.387,0.546,0.435,0.466,0.498,False,False
Embalse 15 Rinconada,Valparaíso,Rinconada,Humedal no asociado a límite urbano,1.0767829224,10765.7244524,HUR-05-139,56328,5,63.4,33.6,0.39,77.3,0.391,47.46,15.59,1.0,0.546,0.864,0.773,0.682,False,False
Estero Cartagena,Valparaíso,Cartagena,Humedal asociado a límite urbano,7.86580560192,78708.3932747,HUR-05-28,56329,5,64.5,41.9,0.57,77.3,0.364,45.47,7.29,0.33,0.546,0.395,0.438,0.481,False,False
Humedal sector Av. El Rincón,Valparaíso,Villa Alemana,Humedal asociado a límite urbano,2.05245329543,20532.09904,HUR-05-44,56330,5,125.7,193.6,2.58,95.5,0.615,42.82,7.77,0.386,0.91,0.543,0.648,0.753,True,False
Humedales Sector Tunquen,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,0.221161214508,2213.16684675,HUR-05-64,56331,5,107.1,147.2,2.08,90.9,0.521,43.32,11.35,0.804,0.818,0.808,0.811,0.814,True,True
Humedales Sector Tunquen,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,1.69481459902,16960.0984749,HUR-05-64,56332,5,107.1,147.2,2.08,90.9,0.521,43.32,9.36,0.571,0.818,0.645,0.694,0.744,True,True
Embalse Casablanca 2,Valparaíso,Casablanca,Humedal asociado a límite urbano,1.54162176337,15423.2340599,HUR-05-66,56333,5,119.2,175.1,2.47,90.9,0.534,43.32,8.52,0.474,0.818,0.577,0.646,0.715,True,False
Embalses Quintay 3,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.708371256729,7088.87646396,HUR-05-68,56334,5,127.2,193.6,2.73,95.5,0.562,43.32,11.65,0.838,0.91,0.86,0.874,0.888,True,True
Laguna artificial Bahía,Valparaíso,Algarrobo,Humedal asociado a límite urbano,1.55679306928,15578.7749684,HUR-05-70,56335,5,71.6,57.5,0.78,77.3,0.461,45.47,7.04,0.301,0.546,0.374,0.424,0.472,False,False
Humedal Sector Esteros de la Laja,Valparaíso,Concón,Humedal asociado a límite urbano,2.3128934483,23140.3177076,HUR-05-87,56336,5,133.0,223.8,3.06,95.5,0.622,41.07,6.54,0.243,0.91,0.443,0.576,0.71,True,False
Embalse 1 San Felipe,Valparaíso,San Felipe,Humedal asociado a límite urbano,3.07345969698,30730.3558441,HUR-05-88,56337,5,84.5,78.1,0.92,86.4,0.431,47.46,7.75,0.383,0.728,0.486,0.556,0.624,False,False
Humedales Sector Los Maitenes,Valparaíso,Puchuncaví,Humedal no asociado a límite urbano,4.99355759269,49959.4429962,HPU-05-02,56515,5,96.3,149.3,1.87,86.4,0.468,38.63,8.4,0.459,0.728,0.54,0.594,0.647,False,False
Embalse 3 Catemu,Valparaíso,Catemu,Humedal no asociado a límite urbano,2.9597913003,29598.4680936,HPU-05-10,56516,5,124.3,152.7,1.77,86.4,0.521,49.19,9.38,0.574,0.728,0.62,0.651,0.682,False,False
Tranque Antiguo,Valparaíso,Catemu,Humedal no asociado a límite urbano,6.2941503749,62942.4756116,HPU-05-19,56517,5,124.3,152.7,1.77,86.4,0.521,49.19,6.2,0.203,0.728,0.36,0.466,0.57,False,False
Tranque Antiguo,Valparaíso,Catemu,Humedal no asociado a límite urbano,0.0177309897433,177.311328563,HPU-05-19,56518,5,124.3,152.7,1.77,86.4,0.521,49.19,5.97,0.176,0.728,0.342,0.452,0.562,False,False
Estero Puchuncavi - Campiche,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,211.521981033,2116308.20577,HUR-05-06,56524,5,96.3,149.3,1.87,86.4,0.468,38.63,8.3,0.448,0.728,0.532,0.588,0.644,False,False
Estero Puchuncavi - Campiche,Valparaíso,Quintero,Humedal asociado a límite urbano,12.3221017994,123284.589651,HUR-05-06,56525,5,96.3,149.3,1.87,86.4,0.468,38.63,7.07,0.305,0.728,0.432,0.516,0.601,False,False
Sector Quintero N°9,Valparaíso,Quintero,Humedal asociado a límite urbano,33.9196952261,339392.505274,HUR-05-103,56526,5,67.5,74.7,0.94,86.4,0.388,38.63,8.17,0.432,0.728,0.521,0.58,0.639,False,False
Estero Los Molles,Valparaíso,La Ligua,Humedal asociado a límite urbano,0.918355956015,9188.76408901,HUR-05-107,56527,5,92.4,237.3,2.61,90.9,0.497,27.39,17.67,1.0,0.818,0.945,0.909,0.873,True,True
Sin identificar,Valparaíso,La Ligua,Humedal no asociado a límite urbano,2.15335956295,21541.7081953,HUR-05-111,56528,5,115.0,234.9,2.67,95.5,0.5,34.34,10.43,0.696,0.91,0.76,0.803,0.846,True,True
Quebrada Talcalan,Valparaíso,Papudo,Humedal no asociado a límite urbano,14.9158369919,149216.23795,HUR-05-112,56529,5,115.0,234.9,2.67,95.5,0.5,34.34,16.16,1.0,0.91,0.973,0.955,0.937,True,True
Sin identificar,Valparaíso,Papudo,Humedal no asociado a límite urbano,25.2804635786,252905.67283,HUR-05-114,56530,5,96.9,182.2,2.07,86.4,0.503,34.34,9.88,0.632,0.728,0.661,0.68,0.699,False,False
Humedal Sector El Alto,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,5.20271922123,52052.4597554,HUR-05-126,56531,5,96.3,149.3,1.87,86.4,0.468,38.63,7.84,0.394,0.728,0.494,0.561,0.628,False,False
Sector Quintero N°10,Valparaíso,Quintero,Humedal asociado a límite urbano,11.1227268552,111291.468189,HUR-05-37,56532,5,67.5,74.7,0.94,86.4,0.388,38.63,9.2,0.553,0.728,0.605,0.641,0.676,False,False
Petras Quintero,Valparaíso,Quintero,Humedal asociado a límite urbano,42.0178335071,420416.735021,HUR-05-38,56533,5,67.5,74.7,0.94,86.4,0.388,38.63,8.17,0.433,0.728,0.522,0.58,0.64,False,False
Humedal Sector Las Gaviotas,Valparaíso,Quintero,Humedal asociado a límite urbano,6.50819515281,65117.536269,HUR-05-90,56534,5,67.5,74.7,0.94,86.4,0.388,38.63,6.33,0.218,0.728,0.371,0.473,0.575,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal no asociado a límite urbano,0.34215730639,3423.47001807,HUR-05-91,56535,5,67.5,74.7,0.94,86.4,0.388,38.63,14.56,1.0,0.728,0.918,0.864,0.81,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,5.70537978594,57085.6137424,HUR-05-91,56536,5,67.5,74.7,0.94,86.4,0.388,38.63,7.63,0.37,0.728,0.477,0.549,0.621,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,9.34679432743,93519.4400055,HUR-05-91,56537,5,67.5,74.7,0.94,86.4,0.388,38.63,9.32,0.567,0.728,0.615,0.648,0.68,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,19.4431068324,194537.261747,HUR-05-91,56538,5,67.5,74.7,0.94,86.4,0.388,38.63,12.18,0.9,0.728,0.848,0.814,0.78,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal no asociado a límite urbano,6.04941879235,60527.6653697,HUR-05-91,56539,5,67.5,74.7,0.94,86.4,0.388,38.63,10.0,0.646,0.728,0.671,0.687,0.703,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,0.56770143854,5680.11223563,HUR-05-91,56540,5,67.5,74.7,0.94,86.4,0.388,38.63,6.41,0.227,0.728,0.377,0.478,0.578,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,0.82015611562,8206.04156889,HUR-05-91,56541,5,67.5,74.7,0.94,86.4,0.388,38.63,19.18,1.0,0.728,0.918,0.864,0.81,False,False
Des.Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,0.901705866609,9021.97756282,HUR-05-91,56542,5,67.5,74.7,0.94,86.4,0.388,38.63,10.47,0.701,0.728,0.709,0.714,0.72,False,False
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,71.1146995856,711526.896298,HUR-05-92,56543,5,67.5,74.7,0.94,86.4,0.388,38.63,10.86,0.746,0.728,0.741,0.737,0.733,False,False
Estero Reñaca,Valparaíso,Viña del Mar,Humedal asociado a límite urbano,4.81570895601,48185.4526388,"HUR-05-140
HUR-05-140
HUR-05-140",56583,5,113.6,176.6,2.42,90.9,0.612,41.07,9.21,0.554,0.818,0.633,0.686,0.739,True,True
Estero Limache,Valparaíso,Concón,Humedal asociado a límite urbano,1.41508071916,14157.7755251,HUR-05-08,56834,5,126.4,207.8,2.84,95.5,0.628,41.07,11.95,0.873,0.91,0.884,0.892,0.899,True,True
Estero Limache,Valparaíso,Concón,Humedal asociado a límite urbano,1.83189782607,18328.1271386,HUR-05-08,56835,5,126.4,207.8,2.84,95.5,0.628,41.07,7.56,0.361,0.91,0.526,0.636,0.745,True,False
Estero Limache,Valparaíso,Limache,Humedal asociado a límite urbano,1.46067565594,14613.7038957,HUR-05-08,56836,5,126.4,207.8,2.84,95.5,0.628,41.07,18.8,1.0,0.91,0.973,0.955,0.937,True,True
Estero Limache,Valparaíso,Concón,Humedal asociado a límite urbano,1.49077959809,14915.0668247,HUR-05-08,56837,5,126.4,207.8,2.84,95.5,0.628,41.07,7.45,0.349,0.91,0.517,0.63,0.742,True,False
Estero San Juan,Valparaíso,San Antonio,Humedal asociado a límite urbano,12.559422889,125665.800999,HUR-05-101,56838,5,58.3,27.0,0.4,72.7,0.368,45.89,18.95,1.0,0.454,0.836,0.727,0.618,False,False
Estero El Jote,Valparaíso,Casablanca,Humedal asociado a límite urbano,9.78678825058,97938.3326744,HUR-05-102,56839,5,127.2,193.6,2.73,95.5,0.562,43.32,9.52,0.59,0.91,0.686,0.75,0.814,True,True
Humedal Estero Guaquen,Valparaíso,La Ligua,Humedal no asociado a límite urbano,26.3678822766,263790.995419,HUR-05-110,56840,5,97.7,256.7,2.83,90.9,0.497,27.39,8.03,0.416,0.818,0.537,0.617,0.697,True,False
Sin identificar,Valparaíso,La Ligua,Humedal no asociado a límite urbano,47.1194551553,471365.245043,HUR-05-111,56841,5,115.0,234.9,2.67,95.5,0.5,34.34,7.5,0.354,0.91,0.521,0.632,0.743,True,False
Des. Estero Curaumilla,Valparaíso,Valparaíso,Humedal asociado a límite urbano,6.04161512775,60461.2946398,HUR-05-132,56842,5,107.2,161.0,2.2,90.9,0.562,41.07,6.18,0.201,0.818,0.386,0.509,0.633,True,False
Estero El Membrillo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.595997952746,5963.3679996,HUR-05-26,56843,5,79.2,82.8,1.17,86.4,0.454,43.32,7.79,0.388,0.728,0.49,0.558,0.626,False,False
Estero El Membrillo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,19.7127373504,197254.368292,HUR-05-26,56844,5,71.6,57.5,0.78,77.3,0.461,45.47,17.79,1.0,0.546,0.864,0.773,0.682,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,12.1913183084,121978.42965,HUR-05-27,56845,5,79.2,82.8,1.17,86.4,0.454,43.32,16.66,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0562424895919,562.774195303,HUR-05-27,56846,5,79.2,82.8,1.17,86.4,0.454,43.32,17.77,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.184622172567,1847.39294563,HUR-05-27,56847,5,71.6,57.5,0.78,77.3,0.461,45.47,12.63,0.952,0.546,0.83,0.749,0.668,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0194311266648,194.43147787,HUR-05-27,56848,5,79.2,82.8,1.17,86.4,0.454,43.32,18.46,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0934379040594,934.95704272,HUR-05-27,56849,5,79.2,82.8,1.17,86.4,0.454,43.32,7.11,0.309,0.728,0.435,0.518,0.602,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.486408320085,4867.07570574,HUR-05-27,56850,5,79.2,82.8,1.17,86.4,0.454,43.32,18.39,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0311048172431,311.233188234,HUR-05-27,56851,5,79.2,82.8,1.17,86.4,0.454,43.32,6.71,0.262,0.728,0.402,0.495,0.588,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0369813601873,370.037399627,HUR-05-27,56852,5,79.2,82.8,1.17,86.4,0.454,43.32,5.97,0.177,0.728,0.342,0.452,0.563,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.289095338468,2892.66920821,HUR-05-27,56853,5,79.2,82.8,1.17,86.4,0.454,43.32,16.31,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0145914993906,145.997460822,HUR-05-27,56854,5,79.2,82.8,1.17,86.4,0.454,43.32,12.85,0.978,0.728,0.903,0.853,0.803,False,False
Estero San Jeronimo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,11.406195163,114138.887936,HUR-05-27,56855,5,71.6,57.5,0.78,77.3,0.461,45.47,7.27,0.327,0.546,0.393,0.436,0.48,False,False
Estero San Jeronimo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.309176969958,3093.69145441,HUR-05-27,56856,5,71.6,57.5,0.78,77.3,0.461,45.47,16.19,1.0,0.546,0.864,0.773,0.682,False,False
Estero San Jeronimo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.189007331903,1891.24370438,HUR-05-27,56857,5,79.2,82.8,1.17,86.4,0.454,43.32,18.46,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.0699417539817,699.850914568,HUR-05-27,56858,5,79.2,82.8,1.17,86.4,0.454,43.32,6.42,0.228,0.728,0.378,0.478,0.578,False,False
Estero San Jeronimo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.0668335172421,668.749274612,HUR-05-27,56859,5,79.2,82.8,1.17,86.4,0.454,43.32,16.51,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,1.69153843005,16925.4995761,HUR-05-27,56860,5,79.2,82.8,1.17,86.4,0.454,43.32,17.23,1.0,0.728,0.918,0.864,0.81,False,False
Estero San Jeronimo,Valparaíso,Algarrobo,Humedal asociado a límite urbano,0.314941789823,3151.26272938,HUR-05-27,56861,5,79.2,82.8,1.17,86.4,0.454,43.32,16.25,1.0,0.728,0.918,0.864,0.81,False,False
Estero Cartagena,Valparaíso,Cartagena,Humedal asociado a límite urbano,37.5479279451,375686.990453,HUR-05-28,56862,5,64.5,41.9,0.57,77.3,0.364,45.47,9.17,0.549,0.546,0.548,0.548,0.547,False,False
Estero del Rosario de Cordova,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0422521263438,422.78752014,HUR-05-29,56863,5,59.5,30.9,0.42,77.3,0.406,45.47,6.16,0.198,0.546,0.302,0.372,0.442,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,4.68513537025,46881.9821992,HUR-05-29,56864,5,59.5,30.9,0.42,77.3,0.406,45.47,8.3,0.447,0.546,0.477,0.497,0.516,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,1.14725065215,11480.2800818,HUR-05-29,56865,5,59.5,30.9,0.42,77.3,0.406,45.47,19.51,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,0.945380747786,9460.36046878,HUR-05-29,56866,5,59.5,30.9,0.42,77.3,0.406,45.47,17.9,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,0.176480793887,1766.02322824,HUR-05-29,56867,5,59.5,30.9,0.42,77.3,0.406,45.47,18.08,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,0.0473926103782,474.250943516,HUR-05-29,56868,5,59.5,30.9,0.42,77.3,0.406,45.47,5.84,0.161,0.546,0.276,0.354,0.43,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,0.0953341978385,954.007455284,HUR-05-29,56869,5,59.5,30.9,0.42,77.3,0.406,45.47,8.11,0.426,0.546,0.462,0.486,0.51,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,0.184914146703,1850.44193531,HUR-05-29,56870,5,59.5,30.9,0.42,77.3,0.406,45.47,8.91,0.519,0.546,0.527,0.532,0.538,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,0.294133012946,2943.40950184,HUR-05-29,56871,5,59.5,30.9,0.42,77.3,0.406,45.47,17.97,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,0.27046398769,2706.56531203,HUR-05-29,56872,5,59.5,30.9,0.42,77.3,0.406,45.47,18.56,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Quisco,Humedal asociado a límite urbano,1.20839031397,12092.6848282,HUR-05-29,56873,5,59.5,30.9,0.42,77.3,0.406,45.47,6.88,0.283,0.546,0.362,0.414,0.467,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.116954945071,1170.34441343,HUR-05-29,56874,5,59.5,30.9,0.42,77.3,0.406,45.47,19.25,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.0135291283313,135.384323995,HUR-05-29,56875,5,59.5,30.9,0.42,77.3,0.406,45.47,21.07,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.0140200353112,140.297598558,HUR-05-29,56876,5,59.5,30.9,0.42,77.3,0.406,45.47,6.77,0.269,0.546,0.352,0.408,0.463,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.0333163983763,333.390347727,HUR-05-29,56877,5,59.5,30.9,0.42,77.3,0.406,45.47,18.13,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.442166635978,4424.72146086,HUR-05-29,56878,5,59.5,30.9,0.42,77.3,0.406,45.47,19.88,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.46346725546,4637.85459333,HUR-05-29,56879,5,59.5,30.9,0.42,77.3,0.406,45.47,17.96,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.434823879203,4351.26318409,HUR-05-29,56880,5,59.5,30.9,0.42,77.3,0.406,45.47,17.52,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.414546855078,4148.37906966,HUR-05-29,56881,5,59.5,30.9,0.42,77.3,0.406,45.47,8.56,0.478,0.546,0.498,0.512,0.526,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.0719472556503,719.982455194,HUR-05-29,56882,5,59.5,30.9,0.42,77.3,0.406,45.47,9.88,0.632,0.546,0.606,0.589,0.572,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.298454600686,2986.67043022,HUR-05-29,56883,5,59.5,30.9,0.42,77.3,0.406,45.47,17.84,1.0,0.546,0.864,0.773,0.682,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,2.13271394145,21342.5659281,HUR-05-29,56884,5,59.5,30.9,0.42,77.3,0.406,45.47,6.14,0.196,0.546,0.301,0.371,0.441,False,False
Estero del Rosario de Cordova,Valparaíso,El Tabo,Humedal asociado a límite urbano,1.01221565236,10129.5535974,HUR-05-29,56885,5,59.5,30.9,0.42,77.3,0.406,45.47,9.66,0.606,0.546,0.588,0.576,0.564,False,False
Estero La Cigüeña,Valparaíso,Cartagena,Humedal asociado a límite urbano,0.243779512241,2439.35117969,HUR-05-49,56886,5,64.5,41.9,0.57,77.3,0.364,45.47,7.55,0.36,0.546,0.416,0.453,0.49,False,False
Estero La Cigüeña,Valparaíso,Cartagena,Humedal asociado a límite urbano,0.183956960387,1840.76677189,HUR-05-49,56887,5,59.5,30.9,0.42,77.3,0.406,45.47,8.11,0.426,0.546,0.462,0.486,0.51,False,False
Estero La Cigüeña,Valparaíso,El Tabo,Humedal asociado a límite urbano,6.03433039457,60380.6351843,HUR-05-49,56888,5,64.5,41.9,0.57,77.3,0.364,45.47,9.6,0.599,0.546,0.583,0.572,0.562,False,False
Estero La Cigüeña,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.373533841027,3737.73263943,HUR-05-49,56889,5,64.5,41.9,0.57,77.3,0.364,45.47,6.02,0.182,0.546,0.291,0.364,0.437,False,False
Estero La Cigüeña,Valparaíso,El Tabo,Humedal asociado a límite urbano,0.115352712777,1154.26875849,HUR-05-49,56890,5,59.5,30.9,0.42,77.3,0.406,45.47,19.01,1.0,0.546,0.864,0.773,0.682,False,False
Quebrada Los Hualpes,Valparaíso,Casablanca,Humedal asociado a límite urbano,34.889480462,349002.352023,HUR-05-65,56891,5,101.3,124.4,1.65,86.4,0.496,45.14,7.34,0.336,0.728,0.454,0.532,0.61,False,False
Estero Las Tablas,Valparaíso,Valparaíso,Humedal asociado a límite urbano,11.4885923468,114952.929482,HUR-05-75,56892,5,142.3,228.5,3.22,95.5,0.572,43.32,15.69,1.0,0.91,0.973,0.955,0.937,True,True
Estero del Sauce,Valparaíso,Valparaíso,Humedal asociado a límite urbano,14.1436814097,141535.702927,HUR-05-80,56893,5,133.4,224.8,3.08,95.5,0.577,41.07,6.34,0.22,0.91,0.427,0.565,0.703,True,False
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,5.09641130394,50991.8759072,HUR-05-92,56894,5,67.5,74.7,0.94,86.4,0.388,38.63,19.62,1.0,0.728,0.918,0.864,0.81,False,False
Estero Los Molles,Valparaíso,La Ligua,Humedal asociado a límite urbano,7.04166605762,70456.0637731,HUR-05-107,57352,5,92.4,237.3,2.61,90.9,0.497,27.39,7.0,0.296,0.818,0.453,0.557,0.661,True,False
Estero El Pangal,Valparaíso,La Ligua,Humedal asociado a límite urbano,31.379730746,313957.8587,HUR-05-108,57353,5,97.7,256.7,2.83,90.9,0.497,27.39,8.49,0.47,0.818,0.574,0.644,0.714,True,False
Humedal Pichicuy,Valparaíso,La Ligua,Humedal asociado a límite urbano,59.5713590263,595997.719987,HUR-05-109,57354,5,97.7,256.7,2.83,90.9,0.497,27.39,17.97,1.0,0.818,0.945,0.909,0.873,True,True
Rio Petorca- Rio La Ligua,Valparaíso,La Ligua,Humedal asociado a límite urbano,18.5783125482,185867.906319,HUR-05-01,57382,5,96.9,182.2,2.07,86.4,0.503,34.34,9.13,0.545,0.728,0.6,0.637,0.673,False,False
Rio Petorca- Rio La Ligua,Valparaíso,Papudo,Humedal asociado a límite urbano,2.04437378733,20453.1834793,HUR-05-01,57383,5,96.9,182.2,2.07,86.4,0.503,34.34,9.53,0.591,0.728,0.632,0.66,0.687,False,False
