nom_humed,region,comuna,tipo,poly_area,shape_area,cod_humed,FID,cut_reg,anomaly_pct,z_score,recent_mm,clim_mean_mm
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.90505925007,29038.2481232,,82194,05,332.8,3.4,243.9,56.35
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,3.22139792803,32200.004,,82195,05,332.8,3.4,243.9,56.35
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,7.30339361751,72999.997,,82196,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.57911221563,25779.5067307,,82197,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,13.7161979223,137100.0075,,82198,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.495210609612,4949.85121163,,82199,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.250507334524,2503.93636432,,82200,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.730328464118,7299.9965,,82201,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.650294215358,6500.00349999,,82202,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.63119307947,26299.996,,82203,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.844989443408,8446.04771794,,82204,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,3.23141968637,32300.0,,82205,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,3.48156844466,34800.0,,82206,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,8.16374989841,81600.0015,,82207,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,17.187781683,171800.0245,,82208,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.35066660929,13500.0045,,82209,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,6.61281503596,66099.9985,,82210,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.530234739036,5299.9975,,82211,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.99147900675,29900.017,,82212,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.0247613008578,247.49813901,,82213,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.0555188938141,554.931527251,,82214,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,7.86949077215,78659.8854686,,82215,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.94042340487,9400.00049999,,82216,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.605489502486,6052.301495,,82217,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.16100200468,21600.0,,82218,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,5.69280824711,56900.0,,82219,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.95083153719,19499.9955,,82220,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.61068649317,16099.997,,82221,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,11.1355197942,111299.9465,,82222,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.748247594703,7479.26553578,,82223,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.17057546376,11700.001,,82224,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,9.68592993475,96817.855534,,82225,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.541704103625,5414.38185251,,82226,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.48116757034,24799.995,,82227,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.196589882042,1964.93974983,,82228,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.07051344238,10700.0,,82229,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.42069953172,14200.0,,82230,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.290642468995,2905.03860822,,82231,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.92124872397,29199.9995,,82232,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.41120550705,24100.002,,82233,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.48070890487,14800.0095,,82234,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,7.84371966395,78399.992,,82235,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.28382003513,22827.1946995,,82236,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.40066780958,14000.0045,,82237,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.900449747971,8999.99500001,,82238,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,8.56411009595,85599.9921081,,82239,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.57074803663,15700.008,,82240,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,3.11156095421,31100.0015,,82241,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,24.2970710523,242852.157686,,82242,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.05097986547,20500.0015,,82243,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.874265558818,8738.28876791,,82244,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.48894240953,14883.0140669,,82245,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.749752981662,7493.95633353,,82246,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.67079465723,16700.001,,82247,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,4.23201796431,42299.99,,82248,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.04049391886,10399.9995,,82249,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.19570064818,11951.2656665,,82250,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.85317012876,18522.8183038,,82251,05,282.2,2.86,243.6,63.74
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.445353517074,4451.48304039,,82252,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.59539190824,15946.4673761,,82253,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.57123967742,25699.986,,82254,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.32104497709,23199.9995,,82255,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.15716795669,21561.4598136,,82256,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.57098855024,15702.3993757,,82257,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,24.7774191787,247650.646208,,82258,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,4.68587902542,46836.3676202,,82259,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.44384138753,14431.4045309,,82260,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.22311577399,12225.2261783,,82261,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,2.09098946274,20900.004,,82262,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.209262789293,2091.60486582,,82263,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.677528734,16767.0955099,,82264,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.640308684882,6400.00299999,,82265,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.620287582051,6199.9995,,82266,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,0.276183163546,2760.58754622,,82267,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,0.840377799741,8399.999,,82268,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,0.850383106988,8500.0015,,82269,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,5.59252233152,55900.025,,82270,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,0.250113281548,2500.00299999,,82271,05,284.6,2.84,237.7,61.81
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,1.83080962297,18299.9985,,82272,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,2.87125834072,28699.99,,82273,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,7.02309129817,70200.0215,,82274,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,1.72075102095,17200.002,,82275,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,6.5028504565,64999.994,,82276,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,3.29143674672,32900.002,,82277,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,19.9585363727,199498.6341,,82278,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,3.23743472923,32360.3577929,,82279,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,4.92709258672,49249.6275093,,82280,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,1.05975345118,10592.9595146,,82281,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,25.9003641327,258890.0545,,82282,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,2.57113931061,25699.997,,82283,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,7.07805722391,70750.3589448,,82284,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,4.4156740165,44137.6874543,,82285,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,2.94128508417,29400.007,,82286,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,12.9455613578,129399.9935,,82287,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,2.98128463771,29799.992,,82288,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,2.61112421842,26100.015,,82289,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,2.3710266945,23699.9965,,82290,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,5.69245008729,56899.996,,82291,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,7.20307433189,71999.9410001,,82292,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,2.10089994814,20999.999,,82293,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,10.1843642232,101800.004,,82294,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,24.4676629193,244572.515577,,82295,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.530289493108,5300.65029726,,82732,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.422678142576,4224.99282718,,82733,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,7.69483037495,76915.621659,,82734,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.296508477318,2963.82964509,,82735,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.07605913062,20751.7970069,,82736,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.55155961812,5513.26064531,,82737,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.37654995281,23755.4300115,,82738,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,4.23572316048,42339.3459514,,82739,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.491353448412,4911.45372236,,82740,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.24052535472,12400.0036488,,82741,05,150.0,1.58,147.0,58.8
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,0.620261708549,6199.9909465,,82742,05,332.8,3.4,243.9,56.35
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,1.17049522996,11699.997,,82743,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,12.6802821827,126749.103073,,82744,05,319.0,3.21,235.2,56.13
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,72.2904359214,722599.984798,,82745,05,350.6,3.43,251.3,55.77
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,4.87206365875,48700.0005,,82746,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,66.1883575739,661600.0125,,82747,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,5.7824468315,57799.9928512,,82748,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Putaendo,Humedal no asociado a límite urbano,24.6039507496,245935.43473,,82749,05,373.0,3.63,255.3,53.98
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.57145550453,15718.5393657,,82955,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,0.67638492236,6766.13774155,,82956,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,2.47711406624,24777.7629109,,82957,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,7.69966286747,77022.8256739,,82958,05,359.8,4.96,186.6,40.58
Estero Pelumpen y Granizo,Valparaíso,Limache,Humedal asociado a límite urbano,4.11039299366,41118.6014052,HUR-05-21,82959,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,4.43403297661,44356.8603346,,82960,05,389.3,5.15,194.2,39.69
Sin información,Valparaíso,Quintero,Humedal asociado a límite urbano,2.84718271836,28486.76468,HUR-05-173,82961,05,319.4,4.28,170.1,40.56
Sin información,Valparaíso,Quillota,Humedal no asociado a límite urbano,1.27761315709,12780.9966805,,82962,05,389.3,5.15,194.2,39.69
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,1.04321818825,10437.844814,HUR-05-92,82963,05,319.4,4.28,170.1,40.56
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,0.23506552255,2351.9334384,HUR-05-92,82964,05,319.4,4.28,170.1,40.56
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,4.79740943102,48000.1438716,HUR-05-92,82965,05,319.4,4.28,170.1,40.56
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,0.949563410757,9500.7939846,HUR-05-92,82966,05,319.4,4.28,170.1,40.56
Sin información,Valparaíso,Llaillay,Humedal no asociado a límite urbano,22.9846401536,229850.069629,,82967,05,294.7,3.59,200.9,50.9
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,0.527469899038,5277.56760976,HUR-05-92,82968,05,319.4,4.28,170.1,40.56
Estero Mantagua,Valparaíso,Quintero,Humedal asociado a límite urbano,0.991633383094,9921.7433741,HUR-05-92,82969,05,319.4,4.28,170.1,40.56
Sin información,Valparaíso,Hijuelas,Humedal no asociado a límite urbano,10.1015202743,101030.066457,,82970,05,308.7,3.79,200.9,49.16
Sector Estero Mala Cara 6,Valparaíso,Quintero,Humedal asociado a límite urbano,2.2760188086,22771.8134079,HUR-05-164,82971,05,319.4,4.28,170.1,40.56
Sin información,Valparaíso,Hijuelas,Humedal no asociado a límite urbano,1.97620504891,19764.0426679,,82972,05,308.7,3.79,200.9,49.16
Sin información,Valparaíso,Quintero,Humedal no asociado a límite urbano,3.31856366093,33201.4641446,,82973,05,412.1,5.33,191.9,37.47
Sin información,Valparaíso,Panquehue,Humedal no asociado a límite urbano,1.35560312908,13555.2350428,,82974,05,262.3,3.19,181.2,50.02
Sin información,Valparaíso,Panquehue,Humedal no asociado a límite urbano,2.99483289041,29945.8101869,,82975,05,268.7,3.16,183.9,49.88
Sin información,Valparaíso,Catemu,Humedal no asociado a límite urbano,16.9033462399,169026.511749,,82976,05,268.7,3.16,183.9,49.88
Sin información,Valparaíso,Panquehue,Humedal no asociado a límite urbano,1.51508006316,15149.3758223,,82977,05,278.2,3.35,183.8,48.6
Sin información,Valparaíso,Puchuncaví,Humedal no asociado a límite urbano,7.742703513,77464.1944943,,82978,05,415.5,5.19,187.7,36.41
Sin información,Valparaíso,Puchuncaví,Humedal no asociado a límite urbano,4.47011100125,44723.0150031,,82979,05,415.5,5.19,187.7,36.41
Sin información,Valparaíso,Puchuncaví,Humedal no asociado a límite urbano,8.22129604565,82253.4547242,,82980,05,415.5,5.19,187.7,36.41
Estero Puchuncavi - Campiche,Valparaíso,Puchuncaví,Humedal asociado a límite urbano,2.02873278705,20297.4801236,HUR-05-06,82981,05,415.5,5.19,187.7,36.41
Sin información,Valparaíso,Puchuncaví,Humedal no asociado a límite urbano,1.5282066141,15289.4431941,,82982,05,415.5,5.19,187.7,36.41
Sin información,Valparaíso,Panquehue,Humedal asociado a límite urbano,0.325627347619,3255.83916049,HUR-05-175,82983,05,278.2,3.35,183.8,48.6
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,19.123715343,191183.651131,,82984,05,179.7,1.89,133.4,47.69
Sin información,Valparaíso,San Esteban,Humedal no asociado a límite urbano,4.57669871343,45754.5124164,,82985,05,179.7,1.89,133.4,47.69
Sin información,Valparaíso,Cabildo,Humedal no asociado a límite urbano,5.8731962995,58733.57056,,82986,05,281.1,3.22,183.6,48.18
Sin información,Valparaíso,Cabildo,Humedal no asociado a límite urbano,10.3615070405,103619.598594,,82987,05,281.1,3.22,183.6,48.18
Sin información,Valparaíso,Papudo,Humedal no asociado a límite urbano,0.596317341744,5965.34813605,,82988,05,567.4,6.49,216.9,32.5
Sin información,Valparaíso,La Ligua,Humedal no asociado a límite urbano,8.2442043577,82461.0366019,,82989,05,397.2,4.51,188.8,37.97
Sin información,Valparaíso,Cabildo,Humedal no asociado a límite urbano,1.86319164131,18629.7571583,,82990,05,379.8,4.12,227.5,47.42
Sin información,Valparaíso,Cabildo,Humedal no asociado a límite urbano,2.67044635402,26700.8549713,,82991,05,379.8,4.12,227.5,47.42
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,1.13623075109,11361.4440492,,82992,05,363.9,3.84,206.8,44.58
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,3.07164850211,30714.0918815,,82993,05,363.9,3.84,206.8,44.58
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,8.38859636556,83871.7099197,,82994,05,431.0,4.47,242.2,45.61
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,37.4677642323,374611.784846,,82995,05,431.0,4.47,242.2,45.61
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,16.0021284902,159994.518054,,82996,05,528.7,5.36,249.6,39.7
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,19.7635483392,197601.245959,,82997,05,528.7,5.36,249.6,39.7
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,2.99534806062,29948.6555,,82998,05,528.7,5.36,249.6,39.7
Sin información,Valparaíso,Petorca,Humedal no asociado a límite urbano,3.14051683676,31400.0005,,82999,05,528.7,5.36,249.6,39.7
Estero Mala Cara,Valparaíso,Quintero,Humedal asociado a límite urbano,55.3622037273,553920.99238,HUR-05-93,83019,05,319.4,4.28,170.1,40.56
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Villa Alemana,Humedal asociado a límite urbano,0.913980857676,9143.19380516,HUR-05-24,83363,05,380.7,5.35,199.0,41.4
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Quilpué,Humedal asociado a límite urbano,12.0284738445,120343.798612,HUR-05-24,83364,05,342.5,4.91,180.5,40.79
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Quilpué,Humedal asociado a límite urbano,29.1082010881,291223.024105,HUR-05-24,83365,05,409.9,5.87,204.2,40.05
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Quilpué,Humedal asociado a límite urbano,0.184384206644,1844.78540465,HUR-05-24,83366,05,496.7,7.15,260.1,43.59
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Quilpué,Humedal asociado a límite urbano,0.167116810692,1672.02333819,HUR-05-24,83367,05,496.7,7.15,260.1,43.59
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Viña del Mar,Humedal asociado a límite urbano,0.228386140993,2285.03076843,HUR-05-24,83368,05,496.7,7.15,260.1,43.59
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Viña del Mar,Humedal asociado a límite urbano,0.418660434608,4188.78435485,HUR-05-24,83369,05,496.7,7.15,260.1,43.59
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Viña del Mar,Humedal asociado a límite urbano,15.911229339,159203.559426,HUR-05-24,83370,05,342.5,4.91,180.5,40.79
"Esteros Vina del Mar, Quilpue y trib",Valparaíso,Villa Alemana,Humedal asociado a límite urbano,7.34723328587,73502.0118185,HUR-05-24,83371,05,416.7,5.9,204.2,39.52
Embalse sector Quebrada Los Coiles,Valparaíso,San Antonio,Humedal no asociado a límite urbano,2.80633808297,28074.435784,HUR-05-57,83372,05,250.1,3.47,156.3,44.64
Rio Rapel (sector el rincon),Valparaíso,Santo Domingo,Humedal asociado a límite urbano,0.0155188206242,155.305301035,HUR-06-44,83984,05,155.9,2.54,135.1,52.79
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,3.96329318563,39665.9947775,,84014,05,155.9,2.54,135.1,52.79
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,40.8855141471,409183.880638,,84015,05,155.9,2.54,135.1,52.79
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,0.211000670693,2111.67384255,,84023,05,155.9,2.54,135.1,52.79
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,67.6287005936,676833.889573,,84034,05,155.9,2.54,135.1,52.79
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,32.729889288,327512.204787,,84036,05,227.3,3.56,161.3,49.28
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,0.7658825942,7663.29865317,,84037,05,228.2,3.63,167.2,50.95
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,1.60141154788,16023.4012259,,84038,05,228.2,3.63,167.2,50.95
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,0.547410294931,5477.3264317,,84039,05,228.2,3.63,167.2,50.95
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,1.93688252669,19380.3493276,,84040,05,228.2,3.63,167.2,50.95
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,0.023573940423,235.875618216,,84041,05,228.2,3.63,167.2,50.95
Sin información,Valparaíso,San Antonio,Humedal no asociado a límite urbano,118.144587355,1182020.98678,,84061,05,217.3,3.1,152.2,47.97
Sin información,Valparaíso,San Antonio,Humedal no asociado a límite urbano,0.019829538156,198.401483044,,84062,05,235.3,3.51,161.5,48.16
Sin información,Valparaíso,San Antonio,Humedal no asociado a límite urbano,14.6468700465,146536.675064,,84068,05,217.3,3.1,152.2,47.97
Sin información,Valparaíso,San Antonio,Humedal no asociado a límite urbano,127.508335075,1275600.93192,,84070,05,217.3,3.1,152.2,47.97
Sin información,Valparaíso,San Antonio,Humedal no asociado a límite urbano,1.58705317007,15876.522572,,84072,05,217.3,3.1,152.2,47.97
Sin información,Valparaíso,San Antonio,Humedal no asociado a límite urbano,0.247048526005,2471.41790204,,84073,05,217.3,3.1,152.2,47.97
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,6.66665303371,66713.4812878,,84077,05,230.7,3.51,161.3,48.77
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,0.172411298432,1725.27779496,,84078,05,230.7,3.51,161.3,48.77
Sin información,Valparaíso,Santo Domingo,Humedal no asociado a límite urbano,5.46284651033,54666.4187876,,84079,05,230.7,3.51,161.3,48.77
Sin información,Valparaíso,San Antonio,Humedal no asociado a límite urbano,0.0471762613355,472.025377943,,84080,05,235.3,3.51,161.5,48.16
Sin información,Valparaíso,Cartagena,Humedal no asociado a límite urbano,8.146938407,81503.5290488,,84097,05,281.5,3.91,170.3,44.64
